0.16366227	0.038552124	0.13428074	-0.025218228	0.060630422	-0.04860283	0.07635895	0.18254618	-0.036923587	-0.024324425	0.11793855	-0.14043346	0.16466218	0.004161934	0.0066023367	-0.037475146
0.2558744	0.161172	0.11617654	-0.2445714	0.24014734	-0.044114027	0.11120568	0.10926006	-0.2556927	-0.094602756	0.20029211	-0.22675505	0.2986031	-0.03913075	-0.0017446917	-0.17865488
0.5091491	0.19660965	0.27589595	-0.331315	0.4483134	-0.06275087	0.23075898	0.078529164	-0.40626562	-0.17864457	0.3667179	-0.36249933	0.4462659	-0.051041722	-0.10559449	-0.25945604
-0.3559758	-0.99254936	-0.85752285	0.8937415	-1.2150425	-0.23378375	-0.9532004	-0.38182923	1.1073265	0.7689285	-1.1164114	1.1691327	-1.0480618	0.43967018	0.45406285	0.9724071
0.04237942	-0.025583427	-0.068274334	0.007817007	-0.067374445	0.009224985	-0.037196	-0.045745578	-0.014460459	0.07457661	-0.01610786	0.06851173	-0.07256255	0.06832564	0.065444104	0.00036667148
-0.05482685	0.058452133	-0.076833405	-0.11763194	0.030101353	0.08261188	0.047359876	-0.14991717	-0.07007226	-0.05954468	0.09941132	-0.109568834	0.055204343	-0.09534877	-0.09831785	-0.051998455
0.101412274	-0.7874718	-0.10667452	0.7752312	-0.98535204	-0.45594546	-0.8113948	0.18304133	0.9925835	0.7356402	-0.9941962	0.9317487	-0.88668174	0.57151556	0.54479164	0.90771383
0.04294518	0.03338645	-0.062326383	-0.076887056	0.042908292	0.05884322	0.07570919	-0.074758634	-0.12084938	-0.09491479	0.09437551	-0.10256633	0.073583424	-0.03432838	-0.06682428	-0.06449774
-0.0787555	-0.67899305	-0.34394184	0.6358225	-0.8145879	-0.27732137	-0.57813746	0.060033545	0.83008534	0.5576012	-0.75227386	0.83286786	-0.6778615	0.39502418	0.37427112	0.7005131
0.08207407	0.00014209698	0.051263127	-0.007195832	0.053848162	-0.034993056	0.013652671	0.020522442	-0.028315566	0.036950387	0.052776422	-0.060655877	0.063337065	0.025551511	0.0044260966	-0.04528832
0.008595947	-0.87879264	-0.16457896	0.897629	-1.0371212	-0.4481107	-0.8750788	0.18660973	1.0799855	0.73710644	-0.9863004	0.99977106	-0.897739	0.62526596	0.56127644	0.91779095
0.07896755	0.19400583	0.034798767	-0.22536936	0.311372	0.04318287	0.24287277	0.02184155	-0.2637712	-0.15443955	0.29817382	-0.22712384	0.2807009	-0.14127599	-0.07917022	-0.17893979
-0.03211081	-0.5093366	-0.1580646	0.58699113	-0.65280974	-0.3135731	-0.51380175	0.05970689	0.67514837	0.43726996	-0.6365178	0.6476929	-0.58850706	0.35248202	0.2963224	0.59362215
0.3379921	0.62575823	0.12484757	-0.7722492	0.83644146	0.21701676	0.59697473	-0.25035655	-0.82767123	-0.49733567	0.76262486	-0.7488952	0.7973072	-0.35246453	-0.33273146	-0.67586625
